study_doc_id,document_hash_sha256,rule_id,annex_item,human_label,reviewer_id,reviewed_at,source_pinpoint,review_note
WP-002,1a570493c05f656af68350b2d008793b7e5b0a1d5deb5df252fc5803078ef1e2,ARTICLE_6_06_MANAGEMENT_BODY_STATEMENT,Article 6,pending,,,,
WP-002,1a570493c05f656af68350b2d008793b7e5b0a1d5deb5df252fc5803078ef1e2,ARTICLE_6_07_SUMMARY,Article 6,pending,,,,
WP-003,9b33a5d568cd54ccf4071fefe52127b001192298e57e2fed5a208a2b374947eb,ANNEX_I_PART_A_01_LEGAL_FORM,"Annex I, Part A",pending,,,,
WP-003,9b33a5d568cd54ccf4071fefe52127b001192298e57e2fed5a208a2b374947eb,ANNEX_I_PART_A_02_REGISTERED_ADDRESS,"Annex I, Part A",pending,,,,
WP-003,9b33a5d568cd54ccf4071fefe52127b001192298e57e2fed5a208a2b374947eb,ANNEX_I_PART_A_03_REGISTRATION_DATE,"Annex I, Part A",pending,,,,
WP-003,9b33a5d568cd54ccf4071fefe52127b001192298e57e2fed5a208a2b374947eb,ANNEX_I_PART_A_04_LEI_OR_IDENTIFIER,"Annex I, Part A",pending,,,,
WP-003,9b33a5d568cd54ccf4071fefe52127b001192298e57e2fed5a208a2b374947eb,ANNEX_I_PART_A_05_CONTACT_PHONE_EMAIL,"Annex I, Part A",pending,,,,
WP-003,9b33a5d568cd54ccf4071fefe52127b001192298e57e2fed5a208a2b374947eb,ANNEX_I_PART_A_06_CONTACT_RESPONSE_PERIOD,"Annex I, Part A, item 6",pending,,,,
WP-003,9b33a5d568cd54ccf4071fefe52127b001192298e57e2fed5a208a2b374947eb,ANNEX_I_PART_A_07_MANAGEMENT_BODY,"Annex I, Part A",pending,,,,
WP-003,9b33a5d568cd54ccf4071fefe52127b001192298e57e2fed5a208a2b374947eb,ANNEX_I_PART_A_08_CONFLICTS_OF_INTEREST,"Annex I, Part A",pending,,,,
WP-003,9b33a5d568cd54ccf4071fefe52127b001192298e57e2fed5a208a2b374947eb,ANNEX_I_PART_A_09_FINANCIAL_CONDITION,"Annex I, Part A",pending,,,,
WP-003,9b33a5d568cd54ccf4071fefe52127b001192298e57e2fed5a208a2b374947eb,ANNEX_I_PART_B_01_ASSET_NAME_ABBREVIATION,"Annex I, Part B",pending,,,,
WP-003,9b33a5d568cd54ccf4071fefe52127b001192298e57e2fed5a208a2b374947eb,ANNEX_I_PART_B_02_DESIGN_DEVELOPMENT_PERSONS,"Annex I, Part B",pending,,,,
WP-003,9b33a5d568cd54ccf4071fefe52127b001192298e57e2fed5a208a2b374947eb,ANNEX_I_PART_B_03_UTILITY_CHARACTERISTICS,"Annex I, Part B",pending,,,,
WP-003,9b33a5d568cd54ccf4071fefe52127b001192298e57e2fed5a208a2b374947eb,ARTICLE_6_05_MANDATORY_WARNINGS,Article 6,pending,,,,
WP-003,9b33a5d568cd54ccf4071fefe52127b001192298e57e2fed5a208a2b374947eb,ARTICLE_6_06_MANAGEMENT_BODY_STATEMENT,Article 6,pending,,,,
WP-003,9b33a5d568cd54ccf4071fefe52127b001192298e57e2fed5a208a2b374947eb,ARTICLE_6_07_SUMMARY,Article 6,pending,,,,
WP-004,07456475e29c05cbeb5b27a99fa6b66f0278f2e43eadf4ad5946c39f342f1aa6,ANNEX_I_PART_A_01_LEGAL_FORM,"Annex I, Part A",pending,,,,
WP-004,07456475e29c05cbeb5b27a99fa6b66f0278f2e43eadf4ad5946c39f342f1aa6,ANNEX_I_PART_A_02_REGISTERED_ADDRESS,"Annex I, Part A",pending,,,,
WP-004,07456475e29c05cbeb5b27a99fa6b66f0278f2e43eadf4ad5946c39f342f1aa6,ANNEX_I_PART_A_03_REGISTRATION_DATE,"Annex I, Part A",pending,,,,
WP-004,07456475e29c05cbeb5b27a99fa6b66f0278f2e43eadf4ad5946c39f342f1aa6,ANNEX_I_PART_A_04_LEI_OR_IDENTIFIER,"Annex I, Part A",pending,,,,
WP-004,07456475e29c05cbeb5b27a99fa6b66f0278f2e43eadf4ad5946c39f342f1aa6,ANNEX_I_PART_A_05_CONTACT_PHONE_EMAIL,"Annex I, Part A",pending,,,,
WP-004,07456475e29c05cbeb5b27a99fa6b66f0278f2e43eadf4ad5946c39f342f1aa6,ANNEX_I_PART_A_06_CONTACT_RESPONSE_PERIOD,"Annex I, Part A, item 6",pending,,,,
WP-004,07456475e29c05cbeb5b27a99fa6b66f0278f2e43eadf4ad5946c39f342f1aa6,ANNEX_I_PART_A_07_MANAGEMENT_BODY,"Annex I, Part A",pending,,,,
WP-004,07456475e29c05cbeb5b27a99fa6b66f0278f2e43eadf4ad5946c39f342f1aa6,ANNEX_I_PART_A_08_CONFLICTS_OF_INTEREST,"Annex I, Part A",pending,,,,
WP-004,07456475e29c05cbeb5b27a99fa6b66f0278f2e43eadf4ad5946c39f342f1aa6,ANNEX_I_PART_A_09_FINANCIAL_CONDITION,"Annex I, Part A",pending,,,,
WP-004,07456475e29c05cbeb5b27a99fa6b66f0278f2e43eadf4ad5946c39f342f1aa6,ANNEX_I_PART_B_01_ASSET_NAME_ABBREVIATION,"Annex I, Part B",pending,,,,
WP-004,07456475e29c05cbeb5b27a99fa6b66f0278f2e43eadf4ad5946c39f342f1aa6,ANNEX_I_PART_B_02_DESIGN_DEVELOPMENT_PERSONS,"Annex I, Part B",pending,,,,
WP-004,07456475e29c05cbeb5b27a99fa6b66f0278f2e43eadf4ad5946c39f342f1aa6,ANNEX_I_PART_B_03_UTILITY_CHARACTERISTICS,"Annex I, Part B",pending,,,,
WP-004,07456475e29c05cbeb5b27a99fa6b66f0278f2e43eadf4ad5946c39f342f1aa6,ARTICLE_6_05_MANDATORY_WARNINGS,Article 6,pending,,,,
WP-004,07456475e29c05cbeb5b27a99fa6b66f0278f2e43eadf4ad5946c39f342f1aa6,ARTICLE_6_06_MANAGEMENT_BODY_STATEMENT,Article 6,pending,,,,
WP-004,07456475e29c05cbeb5b27a99fa6b66f0278f2e43eadf4ad5946c39f342f1aa6,ARTICLE_6_07_SUMMARY,Article 6,pending,,,,
WP-005,064121584d596e1f5143ad230efb838b68e7109c77811f2c143330affb6f161b,ANNEX_I_PART_A_01_LEGAL_FORM,"Annex I, Part A",pending,,,,
WP-005,064121584d596e1f5143ad230efb838b68e7109c77811f2c143330affb6f161b,ANNEX_I_PART_A_02_REGISTERED_ADDRESS,"Annex I, Part A",pending,,,,
WP-005,064121584d596e1f5143ad230efb838b68e7109c77811f2c143330affb6f161b,ANNEX_I_PART_A_03_REGISTRATION_DATE,"Annex I, Part A",pending,,,,
WP-005,064121584d596e1f5143ad230efb838b68e7109c77811f2c143330affb6f161b,ANNEX_I_PART_A_04_LEI_OR_IDENTIFIER,"Annex I, Part A",pending,,,,
WP-005,064121584d596e1f5143ad230efb838b68e7109c77811f2c143330affb6f161b,ANNEX_I_PART_A_05_CONTACT_PHONE_EMAIL,"Annex I, Part A",pending,,,,
WP-005,064121584d596e1f5143ad230efb838b68e7109c77811f2c143330affb6f161b,ANNEX_I_PART_A_06_CONTACT_RESPONSE_PERIOD,"Annex I, Part A, item 6",pending,,,,
WP-005,064121584d596e1f5143ad230efb838b68e7109c77811f2c143330affb6f161b,ANNEX_I_PART_A_07_MANAGEMENT_BODY,"Annex I, Part A",pending,,,,
WP-005,064121584d596e1f5143ad230efb838b68e7109c77811f2c143330affb6f161b,ANNEX_I_PART_A_08_CONFLICTS_OF_INTEREST,"Annex I, Part A",pending,,,,
WP-005,064121584d596e1f5143ad230efb838b68e7109c77811f2c143330affb6f161b,ANNEX_I_PART_A_09_FINANCIAL_CONDITION,"Annex I, Part A",pending,,,,
WP-005,064121584d596e1f5143ad230efb838b68e7109c77811f2c143330affb6f161b,ANNEX_I_PART_B_01_ASSET_NAME_ABBREVIATION,"Annex I, Part B",pending,,,,
WP-005,064121584d596e1f5143ad230efb838b68e7109c77811f2c143330affb6f161b,ANNEX_I_PART_B_02_DESIGN_DEVELOPMENT_PERSONS,"Annex I, Part B",pending,,,,
WP-005,064121584d596e1f5143ad230efb838b68e7109c77811f2c143330affb6f161b,ANNEX_I_PART_B_03_UTILITY_CHARACTERISTICS,"Annex I, Part B",pending,,,,
WP-005,064121584d596e1f5143ad230efb838b68e7109c77811f2c143330affb6f161b,ARTICLE_6_05_MANDATORY_WARNINGS,Article 6,pending,,,,
WP-005,064121584d596e1f5143ad230efb838b68e7109c77811f2c143330affb6f161b,ARTICLE_6_06_MANAGEMENT_BODY_STATEMENT,Article 6,pending,,,,
WP-005,064121584d596e1f5143ad230efb838b68e7109c77811f2c143330affb6f161b,ARTICLE_6_07_SUMMARY,Article 6,pending,,,,
WP-007,d75e75263e886b5b25538a36ccd72ed57289718492fc708590935d44ee9301ed,ANNEX_I_PART_A_01_LEGAL_FORM,"Annex I, Part A",pending,,,,
WP-007,d75e75263e886b5b25538a36ccd72ed57289718492fc708590935d44ee9301ed,ANNEX_I_PART_A_02_REGISTERED_ADDRESS,"Annex I, Part A",pending,,,,
WP-007,d75e75263e886b5b25538a36ccd72ed57289718492fc708590935d44ee9301ed,ANNEX_I_PART_A_03_REGISTRATION_DATE,"Annex I, Part A",pending,,,,
WP-007,d75e75263e886b5b25538a36ccd72ed57289718492fc708590935d44ee9301ed,ANNEX_I_PART_A_04_LEI_OR_IDENTIFIER,"Annex I, Part A",pending,,,,
WP-007,d75e75263e886b5b25538a36ccd72ed57289718492fc708590935d44ee9301ed,ANNEX_I_PART_A_05_CONTACT_PHONE_EMAIL,"Annex I, Part A",pending,,,,
WP-007,d75e75263e886b5b25538a36ccd72ed57289718492fc708590935d44ee9301ed,ANNEX_I_PART_A_06_CONTACT_RESPONSE_PERIOD,"Annex I, Part A, item 6",pending,,,,
WP-007,d75e75263e886b5b25538a36ccd72ed57289718492fc708590935d44ee9301ed,ANNEX_I_PART_A_07_MANAGEMENT_BODY,"Annex I, Part A",pending,,,,
WP-007,d75e75263e886b5b25538a36ccd72ed57289718492fc708590935d44ee9301ed,ANNEX_I_PART_A_08_CONFLICTS_OF_INTEREST,"Annex I, Part A",pending,,,,
WP-007,d75e75263e886b5b25538a36ccd72ed57289718492fc708590935d44ee9301ed,ANNEX_I_PART_A_09_FINANCIAL_CONDITION,"Annex I, Part A",pending,,,,
WP-007,d75e75263e886b5b25538a36ccd72ed57289718492fc708590935d44ee9301ed,ANNEX_I_PART_B_01_ASSET_NAME_ABBREVIATION,"Annex I, Part B",pending,,,,
WP-007,d75e75263e886b5b25538a36ccd72ed57289718492fc708590935d44ee9301ed,ANNEX_I_PART_B_02_DESIGN_DEVELOPMENT_PERSONS,"Annex I, Part B",pending,,,,
WP-007,d75e75263e886b5b25538a36ccd72ed57289718492fc708590935d44ee9301ed,ANNEX_I_PART_B_03_UTILITY_CHARACTERISTICS,"Annex I, Part B",pending,,,,
WP-007,d75e75263e886b5b25538a36ccd72ed57289718492fc708590935d44ee9301ed,ARTICLE_6_05_MANDATORY_WARNINGS,Article 6,pending,,,,
WP-007,d75e75263e886b5b25538a36ccd72ed57289718492fc708590935d44ee9301ed,ARTICLE_6_06_MANAGEMENT_BODY_STATEMENT,Article 6,pending,,,,
WP-007,d75e75263e886b5b25538a36ccd72ed57289718492fc708590935d44ee9301ed,ARTICLE_6_07_SUMMARY,Article 6,pending,,,,
WP-009,303305c4ac2da9804c2280344a6dd4a97a33db7a8c4867cb28c2b61138c3ce38,ANNEX_I_PART_A_01_LEGAL_FORM,"Annex I, Part A",pending,,,,
WP-009,303305c4ac2da9804c2280344a6dd4a97a33db7a8c4867cb28c2b61138c3ce38,ANNEX_I_PART_A_02_REGISTERED_ADDRESS,"Annex I, Part A",pending,,,,
WP-009,303305c4ac2da9804c2280344a6dd4a97a33db7a8c4867cb28c2b61138c3ce38,ANNEX_I_PART_A_03_REGISTRATION_DATE,"Annex I, Part A",pending,,,,
WP-009,303305c4ac2da9804c2280344a6dd4a97a33db7a8c4867cb28c2b61138c3ce38,ANNEX_I_PART_A_04_LEI_OR_IDENTIFIER,"Annex I, Part A",pending,,,,
WP-009,303305c4ac2da9804c2280344a6dd4a97a33db7a8c4867cb28c2b61138c3ce38,ANNEX_I_PART_A_05_CONTACT_PHONE_EMAIL,"Annex I, Part A",pending,,,,
WP-009,303305c4ac2da9804c2280344a6dd4a97a33db7a8c4867cb28c2b61138c3ce38,ANNEX_I_PART_A_06_CONTACT_RESPONSE_PERIOD,"Annex I, Part A, item 6",pending,,,,
WP-009,303305c4ac2da9804c2280344a6dd4a97a33db7a8c4867cb28c2b61138c3ce38,ANNEX_I_PART_A_07_MANAGEMENT_BODY,"Annex I, Part A",pending,,,,
WP-009,303305c4ac2da9804c2280344a6dd4a97a33db7a8c4867cb28c2b61138c3ce38,ANNEX_I_PART_A_08_CONFLICTS_OF_INTEREST,"Annex I, Part A",pending,,,,
WP-009,303305c4ac2da9804c2280344a6dd4a97a33db7a8c4867cb28c2b61138c3ce38,ANNEX_I_PART_A_09_FINANCIAL_CONDITION,"Annex I, Part A",pending,,,,
WP-009,303305c4ac2da9804c2280344a6dd4a97a33db7a8c4867cb28c2b61138c3ce38,ANNEX_I_PART_B_01_ASSET_NAME_ABBREVIATION,"Annex I, Part B",pending,,,,
WP-009,303305c4ac2da9804c2280344a6dd4a97a33db7a8c4867cb28c2b61138c3ce38,ANNEX_I_PART_B_02_DESIGN_DEVELOPMENT_PERSONS,"Annex I, Part B",pending,,,,
WP-009,303305c4ac2da9804c2280344a6dd4a97a33db7a8c4867cb28c2b61138c3ce38,ANNEX_I_PART_B_03_UTILITY_CHARACTERISTICS,"Annex I, Part B",pending,,,,
WP-009,303305c4ac2da9804c2280344a6dd4a97a33db7a8c4867cb28c2b61138c3ce38,ARTICLE_6_05_MANDATORY_WARNINGS,Article 6,pending,,,,
WP-009,303305c4ac2da9804c2280344a6dd4a97a33db7a8c4867cb28c2b61138c3ce38,ARTICLE_6_06_MANAGEMENT_BODY_STATEMENT,Article 6,pending,,,,
WP-009,303305c4ac2da9804c2280344a6dd4a97a33db7a8c4867cb28c2b61138c3ce38,ARTICLE_6_07_SUMMARY,Article 6,pending,,,,
WP-010,e181a9b9992f1e5b0766a50718153c811ad2dfef81bc78596bc921f9858b5ad4,ANNEX_I_PART_A_01_LEGAL_FORM,"Annex I, Part A",pending,,,,
WP-010,e181a9b9992f1e5b0766a50718153c811ad2dfef81bc78596bc921f9858b5ad4,ANNEX_I_PART_A_02_REGISTERED_ADDRESS,"Annex I, Part A",pending,,,,
WP-010,e181a9b9992f1e5b0766a50718153c811ad2dfef81bc78596bc921f9858b5ad4,ANNEX_I_PART_A_03_REGISTRATION_DATE,"Annex I, Part A",pending,,,,
WP-010,e181a9b9992f1e5b0766a50718153c811ad2dfef81bc78596bc921f9858b5ad4,ANNEX_I_PART_A_04_LEI_OR_IDENTIFIER,"Annex I, Part A",pending,,,,
WP-010,e181a9b9992f1e5b0766a50718153c811ad2dfef81bc78596bc921f9858b5ad4,ANNEX_I_PART_A_05_CONTACT_PHONE_EMAIL,"Annex I, Part A",pending,,,,
WP-010,e181a9b9992f1e5b0766a50718153c811ad2dfef81bc78596bc921f9858b5ad4,ANNEX_I_PART_A_06_CONTACT_RESPONSE_PERIOD,"Annex I, Part A, item 6",pending,,,,
WP-010,e181a9b9992f1e5b0766a50718153c811ad2dfef81bc78596bc921f9858b5ad4,ANNEX_I_PART_A_07_MANAGEMENT_BODY,"Annex I, Part A",pending,,,,
WP-010,e181a9b9992f1e5b0766a50718153c811ad2dfef81bc78596bc921f9858b5ad4,ANNEX_I_PART_A_08_CONFLICTS_OF_INTEREST,"Annex I, Part A",pending,,,,
WP-010,e181a9b9992f1e5b0766a50718153c811ad2dfef81bc78596bc921f9858b5ad4,ANNEX_I_PART_A_09_FINANCIAL_CONDITION,"Annex I, Part A",pending,,,,
WP-010,e181a9b9992f1e5b0766a50718153c811ad2dfef81bc78596bc921f9858b5ad4,ANNEX_I_PART_B_01_ASSET_NAME_ABBREVIATION,"Annex I, Part B",pending,,,,
WP-010,e181a9b9992f1e5b0766a50718153c811ad2dfef81bc78596bc921f9858b5ad4,ANNEX_I_PART_B_02_DESIGN_DEVELOPMENT_PERSONS,"Annex I, Part B",pending,,,,
WP-010,e181a9b9992f1e5b0766a50718153c811ad2dfef81bc78596bc921f9858b5ad4,ANNEX_I_PART_B_03_UTILITY_CHARACTERISTICS,"Annex I, Part B",pending,,,,
WP-010,e181a9b9992f1e5b0766a50718153c811ad2dfef81bc78596bc921f9858b5ad4,ARTICLE_6_05_MANDATORY_WARNINGS,Article 6,pending,,,,
WP-010,e181a9b9992f1e5b0766a50718153c811ad2dfef81bc78596bc921f9858b5ad4,ARTICLE_6_06_MANAGEMENT_BODY_STATEMENT,Article 6,pending,,,,
WP-010,e181a9b9992f1e5b0766a50718153c811ad2dfef81bc78596bc921f9858b5ad4,ARTICLE_6_07_SUMMARY,Article 6,pending,,,,
WP-011,4317bc308de4570efea7afd30d48737aee38e3ab02a24841ad0dc045f6a5c1b2,ANNEX_I_PART_A_01_LEGAL_FORM,"Annex I, Part A",pending,,,,
WP-011,4317bc308de4570efea7afd30d48737aee38e3ab02a24841ad0dc045f6a5c1b2,ANNEX_I_PART_A_02_REGISTERED_ADDRESS,"Annex I, Part A",pending,,,,
WP-011,4317bc308de4570efea7afd30d48737aee38e3ab02a24841ad0dc045f6a5c1b2,ANNEX_I_PART_A_03_REGISTRATION_DATE,"Annex I, Part A",pending,,,,
WP-011,4317bc308de4570efea7afd30d48737aee38e3ab02a24841ad0dc045f6a5c1b2,ANNEX_I_PART_A_04_LEI_OR_IDENTIFIER,"Annex I, Part A",pending,,,,
WP-011,4317bc308de4570efea7afd30d48737aee38e3ab02a24841ad0dc045f6a5c1b2,ANNEX_I_PART_A_05_CONTACT_PHONE_EMAIL,"Annex I, Part A",pending,,,,
WP-011,4317bc308de4570efea7afd30d48737aee38e3ab02a24841ad0dc045f6a5c1b2,ANNEX_I_PART_A_06_CONTACT_RESPONSE_PERIOD,"Annex I, Part A, item 6",pending,,,,
WP-011,4317bc308de4570efea7afd30d48737aee38e3ab02a24841ad0dc045f6a5c1b2,ANNEX_I_PART_A_07_MANAGEMENT_BODY,"Annex I, Part A",pending,,,,
WP-011,4317bc308de4570efea7afd30d48737aee38e3ab02a24841ad0dc045f6a5c1b2,ANNEX_I_PART_A_08_CONFLICTS_OF_INTEREST,"Annex I, Part A",pending,,,,
WP-011,4317bc308de4570efea7afd30d48737aee38e3ab02a24841ad0dc045f6a5c1b2,ANNEX_I_PART_A_09_FINANCIAL_CONDITION,"Annex I, Part A",pending,,,,
WP-011,4317bc308de4570efea7afd30d48737aee38e3ab02a24841ad0dc045f6a5c1b2,ANNEX_I_PART_B_01_ASSET_NAME_ABBREVIATION,"Annex I, Part B",pending,,,,
WP-011,4317bc308de4570efea7afd30d48737aee38e3ab02a24841ad0dc045f6a5c1b2,ANNEX_I_PART_B_02_DESIGN_DEVELOPMENT_PERSONS,"Annex I, Part B",pending,,,,
WP-011,4317bc308de4570efea7afd30d48737aee38e3ab02a24841ad0dc045f6a5c1b2,ANNEX_I_PART_B_03_UTILITY_CHARACTERISTICS,"Annex I, Part B",pending,,,,
WP-011,4317bc308de4570efea7afd30d48737aee38e3ab02a24841ad0dc045f6a5c1b2,ARTICLE_6_05_MANDATORY_WARNINGS,Article 6,pending,,,,
WP-011,4317bc308de4570efea7afd30d48737aee38e3ab02a24841ad0dc045f6a5c1b2,ARTICLE_6_06_MANAGEMENT_BODY_STATEMENT,Article 6,pending,,,,
WP-011,4317bc308de4570efea7afd30d48737aee38e3ab02a24841ad0dc045f6a5c1b2,ARTICLE_6_07_SUMMARY,Article 6,pending,,,,
WP-012,37b91e308c4ee168261e928f5ea519d3b8892fa9cb1965096638656ba95d6893,ANNEX_I_PART_A_01_LEGAL_FORM,"Annex I, Part A",pending,,,,
WP-012,37b91e308c4ee168261e928f5ea519d3b8892fa9cb1965096638656ba95d6893,ANNEX_I_PART_A_02_REGISTERED_ADDRESS,"Annex I, Part A",pending,,,,
WP-012,37b91e308c4ee168261e928f5ea519d3b8892fa9cb1965096638656ba95d6893,ANNEX_I_PART_A_03_REGISTRATION_DATE,"Annex I, Part A",pending,,,,
WP-012,37b91e308c4ee168261e928f5ea519d3b8892fa9cb1965096638656ba95d6893,ANNEX_I_PART_A_04_LEI_OR_IDENTIFIER,"Annex I, Part A",pending,,,,
WP-012,37b91e308c4ee168261e928f5ea519d3b8892fa9cb1965096638656ba95d6893,ANNEX_I_PART_A_05_CONTACT_PHONE_EMAIL,"Annex I, Part A",pending,,,,
WP-012,37b91e308c4ee168261e928f5ea519d3b8892fa9cb1965096638656ba95d6893,ANNEX_I_PART_A_06_CONTACT_RESPONSE_PERIOD,"Annex I, Part A, item 6",pending,,,,
WP-012,37b91e308c4ee168261e928f5ea519d3b8892fa9cb1965096638656ba95d6893,ANNEX_I_PART_A_07_MANAGEMENT_BODY,"Annex I, Part A",pending,,,,
WP-012,37b91e308c4ee168261e928f5ea519d3b8892fa9cb1965096638656ba95d6893,ANNEX_I_PART_A_08_CONFLICTS_OF_INTEREST,"Annex I, Part A",pending,,,,
WP-012,37b91e308c4ee168261e928f5ea519d3b8892fa9cb1965096638656ba95d6893,ANNEX_I_PART_A_09_FINANCIAL_CONDITION,"Annex I, Part A",pending,,,,
WP-012,37b91e308c4ee168261e928f5ea519d3b8892fa9cb1965096638656ba95d6893,ANNEX_I_PART_B_01_ASSET_NAME_ABBREVIATION,"Annex I, Part B",pending,,,,
WP-012,37b91e308c4ee168261e928f5ea519d3b8892fa9cb1965096638656ba95d6893,ANNEX_I_PART_B_02_DESIGN_DEVELOPMENT_PERSONS,"Annex I, Part B",pending,,,,
WP-012,37b91e308c4ee168261e928f5ea519d3b8892fa9cb1965096638656ba95d6893,ANNEX_I_PART_B_03_UTILITY_CHARACTERISTICS,"Annex I, Part B",pending,,,,
WP-012,37b91e308c4ee168261e928f5ea519d3b8892fa9cb1965096638656ba95d6893,ARTICLE_6_05_MANDATORY_WARNINGS,Article 6,pending,,,,
WP-012,37b91e308c4ee168261e928f5ea519d3b8892fa9cb1965096638656ba95d6893,ARTICLE_6_06_MANAGEMENT_BODY_STATEMENT,Article 6,pending,,,,
WP-012,37b91e308c4ee168261e928f5ea519d3b8892fa9cb1965096638656ba95d6893,ARTICLE_6_07_SUMMARY,Article 6,pending,,,,
